airline_sentiment,text
negative,@USAirways I've been on hold to rebook a Cancelled Flighted flight for over two hours. I know weather has a huge impact- but you should anticipate.
negative,@AmericanAir It's been 3 weeks and no reply from customer relations yet.  Running out of time- please help.  request: 1-2888155964    thanks
positive,@united thank you !
positive,@AmericanAir I'm sure all these birds will be in warmer weather soon.
positive,@AmericanAir second pic from CDG?
positive,@united thx for update
positive,@VirginAmerica will you be making BOS&gt
positive,@usairways Is it possible to Cancelled Flight my reservation online?
positive,@united It was last night's 1235/ORD-LGA.
positive,@USAirways If I’m unable to use my departing flight can I still use the returning flight?
positive,@united for the record- Rozana at Newark was lovely and helpful. #choosekind
positive,@ods1819 aren't you glad this isn't you RT @AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/HEpkNpuzwU
positive,@USAirways how much is it to check golf clubs on a flight. They might be oversized
positive,@VirginAmerica I love the hipster innovation. You are a feel good brand.
positive,@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue
positive,@AmericanAir if I could fly an md80/dc10 I would be so happy I live that plane so much md80 is love md80 is life.
negative,@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.
negative,@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12
positive,“@AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/tY9C0Gae2o” Lol
negative,@united why am I to believe they will help when customer service couldn't? Like I said- I want a number to someone who can fix what you did.
negative,@united well- you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it.
negative,@SouthwestAir how come I'm not getting my points after I buy from the rapid reward shopping site?
negative,@united What is your phone number. I can't find who to call about a flight reservation.
negative,@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze
negative,@AmericanAir why are @USAirways gold forced to pay for an upgrade? Open seats in 1st and not offered to Gold/Sapphire
negative,@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk
negative,@AmericanAir since you don't care about what happens to your passengers on your planes we will now be contacting the Police Dept
negative,@SouthwestAir I booked a flight on my phone and then never got a confirmation email. How would I go about getting that?
negative,@SouthwestAir and thx for not responding
negative,@AmericanAir if my flight gets Cancelled Flightled i should be able to reschedule to any date i want- not the next day or 2 days after
positive,@SouthwestAir That was Chantilly- Paris- France.
positive,@AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp
negative,@AmericanAir I am trying to change the time of a flight I already purchased and was told I have to pay a $400 change fee. Ridiculous.
positive,@AmericanAir Thank you for responding so quickly to my tweets I do appreciate that.
negative,@SouthwestAir  on hold with customer service
negative,@SouthwestAir frustrating indeed especially when no one knows what the issue is....
positive,@SouthwestAir live in Atlanta but cant enroll in your Atlanta companion promotion. Error every time. Can you help? Also sent email. Thanks!
negative,@AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern
negative,@AmericanAir why did flight 1636 get Cancelled Flightled? Waiting for a rep to rebook- but wondering if there will be other issues getting out.
negative,@united I just sent an email to Customer Care- telling them I may have to break up with you ð¢. I sincerely hope they can help m
positive,@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2
positive,@AmericanAir hook me up with a free trip to Barbados and I will tell you the secret beaches to see
negative,@USAirways 2day: no coffee &amp
positive,@USAirways can I check bags through to my final destination even though I bought separate tickets from IAD to PHL  and PHL to Israel?
positive,@AmericanAir yes they do http://t.co/wCSAZZQPae
positive,@SouthwestAir can you please make sense of the companion promo? How to we set it up?
positive,@AmericanAir When Flight Booking Problems an int'l flight online- do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?
positive,@AmericanAir great customer service thanks
positive,@AmericanAir @dfwairport That's DFW!? OMG! Yeah cold- everywhere!
positive,@AmericanAir i want to change my flight for next week- they will still charge me. Waiting for fligt status
negative,@AmericanAir 1-the lavatory freezes- 2- problem with a nitrogen line 3-a low tire with the inflating equipment malfunctioning #AA2444 and...
positive,@united the os isn't controlled by me but rather @VerizonWireless .  App is new.
positive,@AmericanAir can I get a free ticket to Hawaii for being fabulous
positive,@AmericanAir Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.
positive,@JetBlue yer deals never seem to include NYC--&gt
positive,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA
positive,@united 441- which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.
negative,@AmericanAir the flight is not going to make the connection to #MEX #AA2444
positive,@AmericanAir You're right. Someone is up to something...
positive,@SouthwestAir Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. http://t.co/igSVzvrbbN
negative,@usairways Ok thank you…I call from Spain to US for seating assistance!
negative,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp
negative,@SouthwestAir SWA helps the hotel industry. I always book flights a day before I need to be somewhere as SWA consistent Cancelled Flights/delays.
negative,@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed- so is that reliable information?
positive,@CatfoodBeerGlue you'll enjoy this. 
positive,@AmericanAir I can hardly believe it! Bundle up and stay warm! ð
negative,@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.
negative,@AmericanAir Is there a way to add my AA number to an itinerary that doesn't involve sitting on hold for 1.5 hours?
positive,@AmericanAir @dfwairport Guys- let it go. http://t.co/vOxcghciJi
negative,@SouthwestAir if you're going to charge for wifi- do us all a solid and make sure it doesn't take the length of the flight to open a page
negative,@SouthwestAir do you know that your lost baggage portal http://t.co/hUcLXluV5h doesn't work on mobile? It's a 404 http://t.co/O4ZR27Qpcr
positive,@AmericanAir @dfwairport you 2 together are the best part of flying!
negative,@SouthwestAir u have a lot of pissed off hungry tired people stuck at midway 4 over 2 hours after scheduled departure. This is inexcusable
negative,@SouthwestAir due to an apparent water issue that checked out fine during the checks my husband and I already had to deal with our first
negative,@AmericanAir your definition and mine of 10 min is vastly different. I understand the need to get off the plane for maint- but be honest.
negative,@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us
negative,@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .
negative,@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon
negative,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.
positive,@USAirways Hi! On my dividend miles account I accidentally listed my newly married name as opposed to my legal name. I am trying to book
negative,@AmericanAir actually- online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase
negative,@americanair Can someone contact me about my awful experience with american airlines this weekend
negative,@USAirways an award travel ticket but cannot since it is under a different last name. I simply need to change it
positive,@USAirways to my legal last name. So it's not technically a name change-
negative,@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are
negative,@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.
negative,@SouthwestAir freezing in the plane
positive,@AmericanAir Thanks!
negative,@VirginAmerica why are your first fares in May over three times more than other carriers when all seats are available to select???
positive,@AmericanAir @dfwairport me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!
positive,@AmericanAir I bet they do! I'm sure they have some form of wear and tear on their skin. I hope they will survive the rest of the winter xxx
negative,@SouthwestAir Rapid Rewards program sold me short. #Lasttweetaboutthis but still #disappointed.
negative,@SouthwestAir nothing you can do to help us restore some barely-expired #RapidRewards points?
positive,@USAirways what's the charge for oversize? Not overweight
negative,@AmericanAir Fuck you.
negative,@AmericanAir we have been advised to turn this issue over to the police due to the sexual assult THANK YOU FOR ALLOWING THAT ON YOUR PLANE!
positive,@JetBlue Come on and provide service from Destin- Fort Walton Beach Airport
positive,@AmericanAir Nice to read it! Thank you very much!
negative,@AmericanAir change fee = same price of new ticket... Not logical
positive,@SouthwestAir Thx for your quick response and action! bf will make good use of the voucher #satisfied #happycustomer
positive,@JetBlue many thanks- as always your employees are professional and courteous. Whenever I have the option- you are my go-to airlines.
positive,@JetBlue are @AskAmex Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?
negative,@AmericanAir you could train your flight attendants to have some manners and decency
positive,@americanair I sure do. I'm running version 3.10.0
negative,@AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.
negative,@USAirways but I've been trying to call them since yesterday and I keep getting hung up on? Can you get me through to them??
negative,@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.
negative,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?
positive,More like BaeJet Airways- amirite?
positive,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.
negative,@SouthwestAir was on flight 2373 from CHI-BUF last night- almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2
positive,@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?
negative,@AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir
negative,@SouthwestAir then had to watch the staff check off each passenger on the list TWICE- because the first time they forgot look at IDs. Brutal
negative,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care
positive,@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.
negative,@united as a 1k- I'm always hoping for improvement.
negative,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!
negative,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!
negative,@USAirways trying to use chairman upgrade cert for flt 740 on 2/26/14 but being told not an option with 10 open seats? How? Thanks
negative,@AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that.
negative,@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good
negative,@AmericanAir @lpalumbo what weather sun is out
negative,@USAirways any direct number to dividend miles account info? Every Time I try them I get actually hung up on
positive,“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves- Maria!” Yup! New beanie http://t.co/AnEqXZR4bp
positive,@SouthwestAir Any idea when the winter advisory will be posted for ATL for tomorrow (2/25)?? I'd rather get to PHL tonight.
negative,@SouthwestAir I think I get a faster response on Twitter than I do when I call...what's up with that?
positive,@AmericanAir Thanks so much!
negative,@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.
negative,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait
positive,@USAirways if I qualify for free 1st checked bag- is that applied at checkin? Same for using companion tickets?
positive,@AmericanAir Flight 35. I'm on my way.
positive,I ❤️ flying @VirginAmerica. ☺️ð
negative,"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude."
negative,"@USAirways 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?"
negative,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said- ""NO."""
negative,@AmericanAir another day another grievance with this airline. No customer service
positive,@SouthwestAir done
negative,@SouthwestAir Redeem-points packages magically gone by time we finally got through @ 10:01- felt like #baitandswitch
negative,@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.
positive,@united I flew United last month and the experience was AWESOME!
negative,@SouthwestAir need to learn how to treat people with respect and just a little dignity. #FAIL
positive,@USAirways I didn't make a reservation yet. It's about changing name on my dividend miles account
positive,@united your announcement for pre boarding only addresses mobility. My disability requires me to travel with a lot of stuff. Do I preboard?
positive,@USAirways so I can make a reservation
negative,@SouthwestAir yes- very much so! I was looking forward to using your airlines for future flights but never again.
positive,@united Cancelled Flighted our flight- didn't rebook us on added flight- now have to drive from a Denver to KC....thanks!
negative,@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican
positive,@AmericanAir @beantownmatty Sounds like a date!
positive,@AmericanAir we are off to Kax premium.  Hoping this flight is better food- TV now I know how to work it and service. Tnx
negative,@united in addition- my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.
positive,@SouthwestAir 3rd time flying southwest in two years. Have another trip back to mx on October.
positive,@USAirways thanks !!!
negative,@SouthwestAir horrible experience- passenger of size was 1/3 in my seat- offered $50 voucher for this by Christine C http://t.co/1xzrK66wVQ
negative,@united I will not be flying you again
negative,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.
negative,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor."""
positive,@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out
positive,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.
positive,You have to follow me back so that I can DM @SouthwestAir
positive,@AmericanAir I thought all those planes were retired? #MD80
negative,@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped
negative,@AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta
positive,@SouthwestAir I have a 5:30 flight out of Birmingham tomorrow night. Can I reschedule it for an earlier flight because of the expected snow?
negative,@AmericanAir how about some rampers at gate b40 dfw?   Waiting to be marshaled in
negative,.@USAirways I did but the more eyes I have looking for Pandu the better chance I have of bringing him home.
negative,@SouthwestAir @SMiles1307 over two hours now.  Ugh we should all get vouchers this is inexcusable ESP after a pre flight check that was ok.
positive,@united 6533 ORD to DCA
negative,@USAirways sadly that didn't help me at my meeting at work today seeing as my presentation was in there! Major strike against me!!!
negative,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes
negative,@SouthwestAir I was told by customer service that only customer relations can extend the expiration date of my unused travel funds.
negative,@SouthwestAir thanks for the apology. Unfortunately i have had one too many bad experiences and will no longer be flying with southwest.
positive,@americanair new plane- #gogo- easy power for laptop- iPhone- just missing a good boat-style swivel cup holder for my #dietcoke #happyflier
negative,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.
negative,@USAirways ...2 hours on the plane- they at least got us on a direct flight a couple hours Late Flightr on United
positive,@JetBlue flight 462 to Boston delayed due to weather in Tampa?
positive,@AmericanAir These are some awesome photos. Thanks for sharing! ð
positive,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)
negative,@USAirways not going as planned is an understatement. My flight was just changed AGAIN. If it weren't for a family emergency- I'd Cancelled Flight.
negative,@SouthwestAir had to let us off the plane bc the toilets done even work! There goes my family vacay to playa del Carmen- Mexico! #neveragain
positive,@USAirways is there a phone number or email address to customer service?
positive,@AmericanAir thanks!
negative,@USAirways - First impressions are hard to reverse.  A horrible first experience with you.  Will never fly with you again!!!
positive,@SouthwestAir Teyana Taylor Performing #MedusaFridays 2.27 Free Till11 http://t.co/qwFMoQ0dQl http://t.co/kbb0B5FxMK #TheMenOfBusiness
negative,@SouthwestAir great now we are all de boarding perfectly plane is shot. Fml. Plans are screwed. Thanks for nothing @SouthwestAir
positive,@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage- was told plane left to call 800#
positive,@USAirways thank you very much.
negative,"@SouthwestAir Yo- I'm trying to make a change to a reservation but whenever I select the flight it says- ""Unable to price"". Please help!"
negative,@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.
negative,@USAirways - 800# referred me back to baggage services but I left the airport. I was on seat 17A
negative,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!
negative,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome
negative,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...
negative,@SouthwestAir My first call got dropped. Waited 15 mins for the second but ran out of time. Will try again Late Flightr. No way to do this online?
negative,@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...
positive,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.
positive,@AmericanAir I know. Just a little cold weather humor. :)
positive,@AmericanAir When will the old 777-200 fly ORD-PVG get upgraded?
negative,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback
positive,@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.
positive,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?
positive,@AmericanAir I'd like to apologize to the gate agent for flight AA76- I was not aware that zone 1 was after the nine other precious gems.
negative,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!
negative,@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.
negative,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp
negative,@AmericanAir Right. But more than two hours Late Flight- and it seems due to poor communication- which sounded like it was annoying on-plane staff
negative,@AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws- but United does- why is that?
negative,@united rude rude
negative,@AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.
negative,@AmericanAir but- what I can always rely on when I fly USAir or American is that employees will be rude and unhappy.
negative,"@USAirways She spoke with someone this AM and was told that breast pumps aren't medical equipment and that she should have ""planned better."""
negative,@SouthwestAir trying to change my reservation- been on hold for 45 minutes- and can't do it online-was directed to call. Help?
negative,@USAirways I don't want your sympathy I want someone to make an effort to find my bag
positive,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?
positive,@USAirways  2 calls &amp
positive,@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!
negative,@USAirways Need to talk to a person about my bag. Waiting on hold for two hours. Bag s!b delivered last night. Online says not found.
negative,@VirginAmerica  I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!
negative,@SouthwestAir oh and now your company has caused us to lose an entire day of our vacation in Cancun. De Boarded waiting for another plane
negative,"@jetblue having trouble signing in to TrueBlue today- despite right credentials. getting ""We are not able to sign you in"" msg."
negative,@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail
negative,@JetBlue Is there an issue with your website and logging on? (App too?) I know I am entering info correctly but cannot sign in! :(
negative,@united When will email address/username sign-on be available? It's been a while.
negative,@USAirways And- the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail
negative,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable
positive,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo
negative,@JetBlue your wifi is a lie and i hate you
negative,@united No- I need you guys to not over book planes. It's not a concern- I'll just travel with someone else moving forward.
negative,@USAirways @AmericanAir I love you guys &amp
negative,.@USAirways It was this saturday during all the snow in the DC area.  Excited the flight was not Cancelled Flightled but sad he went missing.
positive,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :)
negative,@AmericanAir flight 65 delayed over 4 hours on 2/22- had no GF meals despite my early request- attendant seat fell on my leg #badservice
negative,@SouthwestAir are people in an exit row still supposed to give their verbal approvals? I was never asked on the flight I'm on...
negative,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings
negative,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?
positive,@USAirways and now you can't even accommodate us by letting us fly in to another airport?! Horrible service for your fault!!!
positive,@AmericanAir awesome. Thanks!
positive,"@USAirways ""Airport snow removal method #22..."""
positive,@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam
positive,@AmericanAir great- thanks!
negative,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?
positive,@AmericanAir These birds could fly to South America for example #Argentina
positive,"@SouthwestAir ""Airport snow removal method #22.."""
positive,"@AmericanAir ""Airport snow removal method #22..."""
positive,"@united ""Airport snow removal method #22..."""
negative,@JetBlue it's poop and barely works
positive,@SouthwestAir my flight at BWI is delayed and I will miss my flight in Denver- is there a way to find out if they will hold the plane?
positive,@JetBlue I did see that! Working on picking up a trip or two as we type.
negative,@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday- no whammie today!
negative,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-
negative,@USAirways Forget reservations. Thank you to the great leadership at your company- I've Cancelled Flighted my flight. Once again- thank you.
negative,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis
negative,@SouthwestAir your phone service sucks
negative,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams
negative,@SouthwestAir its flight #218 of that matters to you all. Hell next we all won't get our luggage properly transferred #facepalm #smh
positive,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie ð
negative,@USAirways how can a person go from number one on a standby list to number twelve in three hours?  Should I be super platinum diamond status
negative,@USAirways You have no idea how upset and frustrated I am right now. I'll be sure to follow through with never flying with you again.
positive,@JetBlue what are the chances of actually flying out of Charleston today?? Cold- rainy weather in the south of all places...
negative,@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys- no seats assigned.
negative,@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter
positive,@JetBlue Stop trying to make #fleek happen! #PointsMe
positive,@SouthwestAir I agree! RT @9NEWS: One airline is the fly-away favorite at DIA  #9NEWSBusiness http://t.co/o3WlaInImY
positive,@USAirways where is your email address? Its not on this page: http://t.co/5cwH1yfOow
negative,@USAirways 44 minutes on hold so far. And still haven't spoke to a human. Never using you again.
positive,@SouthwestAir @heavenlychc9 I'd at least enjoy a free cocktail...or two.
negative,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa
positive,@SouthwestAir what is the status of the bag check area at FFL?
negative,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!
negative,@AmericanAir don't worry you won't steal my money again
negative,@AmericanAir lost my cats- missed their flights- kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.
positive,@united thanks again for your concern. I will contact customer care upon our return from Australia.
negative,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child
positive,@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever
negative,@SouthwestAir I'm so upset that my luggage was damaged and the rude employee at the Laguardia airport didn't help!
negative,@VirginAmerica SFO-PDX schedule is still MIA.
positive,@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP
positive,@AmericanAir continues to win: I've never missed a flight before- but a nice little quiet gate change made it possible. Sheesh.
negative,@SouthwestAir went to purchase a flight that I began processing not even 4 minutes earlier and the points had gone up - any help?
negative,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed
positive,@americanair Yes to the iOS. I'm running iOS 8.1.3
negative,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient
negative,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them
negative,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad
positive,@united - thanks for your help...got me what I need- but its an issue with @_austrian . I guess I sit awhile longer.
positive,@SouthwestAir round-trip tickets just arrived for our auction at the Post-Masters Invitational! Thanks Southwest! http://t.co/mRfBjtePef
negative,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take
negative,@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir
positive,@SouthwestAir Thanks so much!
positive,@SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier- managed to scramble and get a SW plane today. !!!
negative,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told- ""NO."" #thenewamerican"
positive,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve."
positive,@AmericanAir Would love to DM you- but my Twitter app says you're not following me and I can't.
positive,@AmericanAir what's the status of flight 1357 out of sju?
positive,@SouthwestAir I'm following now
negative,"@JetBlue can't book a flight because of outdated- forced opt-in ""Verified by Visa"" nonsense. Help a girl out? I just want to get to @sxsw"
negative,@USAirways 59 minutes now. Nice customer service you got going on.
positive,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.
negative,@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent- Ignored customer then inappropriately touched customer
negative,@JetBlue Are there really no flights from the Bay Area to Chicago anymore? Lame. So lame.
negative,@SouthwestAir have u seen any of the messages the past hour ?
negative,@USAirways I want to love you! 43 minutes on hold! Help me understand why I switched loyalty programs. http://t.co/cHGy5yrVka
positive,@united i DMed you the details
negative,@usairways RT @Dmoukdarath: Nice- another delay with @usair second one this trip. Left engine leaking...what's next?? #USAIR #nothappy
negative,@SouthwestAir 20 minutes on hold waiting is ridiculous......
positive,@united I am trying to find out if the loaner seat is new or used- a used car seat is illegal according to safety regulations
positive,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp
positive,@united that's right- with an overnight Miami.
positive,@VirginAmerica Thanks!
positive,@SouthwestAir sent!
negative,@USAirways @AshleyKAtherton Over an hour on hold so far
negative,@united yes- we've been with the agents for the last 50 minutes. One of the agents have been very rude- but thankfully Ladan has been nice.
negative,@USAirways already did it. One person said they couldn't do anything another said she didn't know why the first person we talked 2 said that
negative,@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround
negative,@SouthwestAir  appreciate y'all getting the gate issue figured GRR. Plenty open gates- yet we sit and wait on tarmac
negative,@united also during the run I was instructed to do- I shattered my computer. http://t.co/oAflfr7WXB
negative,@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm
negative,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice
negative,@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy- but...
negative,@USAirways There is an error w/ my preferred status &amp
negative,@JetBlue I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.
positive,@SouthwestAir sure- please follow me so I can do so?
positive,@AmericanAir Here is the photo 
positive,@JetBlue I'm not sure if you can do anything to help me with that- but if you can that'd be great.
positive,@USAirways any travel advisory coming for the Carolinas?  Bad weather!
positive,@VirginAmerica @virginmedia I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn
negative,@SouthwestAir thx but I'll be expecting a credit for this leg.
positive,@USAirways we even offered to fly in to another airport and they said they couldn't do that. No explanation why they can't.
positive,@JetBlue awesome- thanks! on hold now.
negative,@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed
negative,@SouthwestAir  got my bags 35 hours Late Flightr and an offer of $50 to go pick them up. Taxi costs $65 one way. Spent $200 for the inconvenience.
positive,@JetBlue flight 117. proud to fly Jet Blue!
negative,@AmericanAir That's ok...You may keep my $25 and lose my bag with no info- but you no longer have my trust. Bad way to handle this.
positive,@JetBlue flying w/ infant for the 1st time- can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?
